harvest_delay_hours,storage_temp_c,humidity_percent,ripeness_score,ffa_percentage
5.78,25.82,97.54,2,2.075
18.92,27.91,94.68,0,1.382
70.99,27.93,68.57,1,2.568
15.05,37.05,87.97,1,2.107
14.26,43.42,82.72,0,2.021
41.3,33.76,92.05,2,3.128
35.86,31.88,79.03,3,3.353
41.79,40.32,67.67,1,2.515
27.12,39.85,85.59,3,4.086
59.53,29.94,63.21,1,2.278
9.98,28.22,83.38,1,1.142
30.84,32.16,68.51,0,1.612
49.66,40.51,87.4,0,3.029
62.51,38.9,93.12,0,3.334
26.61,38.32,64.38,1,2.206
40.88,41.59,76.01,1,2.805
4.98,30.54,89.34,0,1.188
12.26,31.79,66.55,1,1.412
4.98,25.85,82.66,0,0.889
52.41,42.37,86.87,1,3.321
20.74,36.65,74.19,0,1.899
52.11,30.96,93.28,1,2.564
4.78,26.39,80.43,1,1.068
62.1,39.47,85.08,1,3.56
60.16,39.97,65.63,0,2.734
6.4,38.32,60.93,1,1.264
1.71,29.08,62.03,3,2.103
4.05,43.26,96.16,0,1.759
61.46,40.06,95.31,1,3.994
16.9,38.16,92.3,0,2.117
39.48,38.02,67.98,0,1.985
30.69,43.09,81.02,1,2.691
57.28,43.57,91.84,0,3.28
35.2,36.91,86.99,1,2.479
36.05,33.33,64.62,2,2.417
71.21,32.27,95.82,0,2.901
10.81,41.38,66.43,0,1.092
59.81,37.89,66.87,2,3.158
3.73,26.55,96.04,1,1.477
34.39,27.84,79.38,2,2.355
63.82,43.0,74.92,1,3.412
47.9,42.69,82.15,1,3.257
49.34,44.04,99.26,2,4.34
18.96,33.56,64.79,0,1.251
30.14,40.68,90.28,2,3.393
26.39,41.56,73.37,1,2.156
37.54,31.31,64.68,2,2.752
33.28,27.91,76.88,0,1.954
23.54,44.94,81.95,1,2.832
21.99,25.6,68.24,0,0.694
18.06,36.95,76.21,3,3.377
26.28,38.0,85.43,0,2.137
10.8,38.64,83.06,0,1.798
62.79,30.11,88.93,2,3.216
43.35,39.43,93.46,1,2.747
9.63,29.33,76.37,1,1.492
49.96,41.58,76.92,0,2.637
61.03,29.38,79.87,1,2.384
17.1,38.93,82.65,0,1.687
10.84,40.67,64.33,1,1.677
0.62,28.78,72.51,1,0.788
3.4,29.76,66.88,1,1.006
54.88,40.58,75.43,0,2.601
71.08,26.72,98.93,0,2.584
3.23,28.82,83.31,1,1.435
53.86,34.11,77.18,0,2.533
5.17,43.6,82.64,0,1.779
42.63,36.24,86.76,1,2.593
54.44,32.75,77.4,1,2.875
25.86,44.57,77.91,1,2.6
0.79,34.27,88.06,1,1.713
42.85,33.67,62.43,2,2.638
71.37,33.23,81.6,1,3.165
18.55,31.24,81.89,2,2.399
13.64,31.51,90.27,1,1.611
8.92,38.76,99.31,0,2.044
39.98,25.82,91.83,3,3.63
42.94,38.64,80.15,2,3.403
57.04,29.02,66.78,1,2.085
54.22,32.68,83.53,0,2.618
64.26,27.93,93.37,0,2.743
58.02,36.06,97.3,1,3.265
17.8,39.59,93.01,1,2.477
40.02,32.09,67.56,1,1.965
21.41,28.27,88.5,1,1.589
23.74,29.53,95.21,1,2.032
67.1,41.36,87.24,0,3.549
49.1,30.35,87.43,0,2.221
70.17,40.49,80.01,0,3.18
30.02,31.62,85.48,2,2.676
38.7,28.77,71.78,1,1.815
35.07,39.55,63.55,3,4.048
7.72,34.37,93.11,1,1.85
17.04,25.63,97.73,2,2.277
37.99,44.2,94.27,1,3.092
4.85,27.96,73.36,2,1.806
67.07,32.07,63.74,3,4.162
8.92,32.7,71.21,1,1.193
14.25,34.79,93.71,0,1.942
55.1,40.71,86.23,1,3.335
6.98,25.12,98.67,0,0.705
64.82,43.65,73.71,0,3.111
52.25,37.92,82.06,1,2.951
4.94,44.01,91.6,2,2.901
49.81,41.35,69.36,0,2.559
45.48,43.56,98.56,0,3.007
54.53,37.02,83.7,2,3.115
59.63,32.15,60.32,0,2.051
51.72,33.86,61.01,0,2.16
42.2,38.16,95.29,1,2.409
23.22,33.54,85.81,2,2.499
50.2,39.63,90.52,1,2.834
68.9,26.84,91.36,1,2.882
42.3,41.6,76.82,1,3.09
47.83,29.08,91.94,0,2.249
31.47,43.88,97.5,2,3.792
54.44,28.11,66.89,2,3.017
71.83,27.58,90.57,1,3.027
11.55,41.24,72.31,0,1.563
14.57,41.37,72.86,0,1.868
38.84,39.78,76.51,0,2.431
34.66,44.21,94.55,0,3.034
41.15,30.41,60.88,0,1.653
3.53,41.53,77.36,2,2.328
29.11,32.04,87.2,0,2.056
41.97,35.75,64.42,1,2.135
42.13,33.91,91.69,1,2.852
47.33,25.12,97.68,2,2.85
51.86,36.49,63.64,3,4.332
46.19,39.95,66.12,1,2.607
56.9,28.49,98.96,0,2.436
44.98,43.63,67.91,1,2.776
38.7,35.61,63.16,0,1.767
43.65,28.56,98.09,0,2.261
7.29,37.92,95.7,0,1.788
19.67,28.84,86.23,2,2.28
37.97,26.27,82.06,0,1.917
62.86,38.71,96.77,1,3.692
48.89,27.21,86.22,1,2.138
6.51,27.12,86.34,1,1.044
42.64,39.8,93.75,0,2.923
15.97,26.1,86.13,2,2.145
52.85,41.2,80.15,1,2.956
59.58,40.92,75.59,1,3.406
42.73,27.83,80.13,1,2.257
42.58,35.37,80.9,2,3.048
24.38,26.93,74.43,2,2.022
32.13,37.65,77.92,1,2.255
62.22,26.26,92.07,1,2.678
52.08,43.89,76.66,0,3.13
37.42,29.15,61.02,0,1.704
26.51,38.66,71.32,0,1.852
3.63,27.57,69.27,0,0.83
10.3,29.19,91.74,0,1.462
13.9,34.02,77.97,2,2.294
26.88,36.46,71.21,2,2.674
67.98,44.98,92.43,2,4.795
36.37,25.52,60.77,1,1.619
16.91,25.01,66.97,1,0.961
7.61,32.01,93.08,0,1.312
24.36,32.32,82.03,1,1.838
58.73,42.68,90.95,0,3.279
27.6,43.25,93.53,1,2.641
55.62,42.61,97.68,3,5.427
57.79,27.86,62.54,2,2.934
7.98,33.24,91.97,0,1.263
43.82,39.92,88.35,1,2.935
69.05,31.25,68.28,0,2.526
28.95,38.26,97.27,0,2.532
3.67,29.74,76.17,0,0.723
66.48,31.47,95.5,0,2.728
63.62,42.21,84.2,1,3.616
37.59,30.01,81.07,1,1.814
39.76,44.29,66.38,0,2.312
15.25,31.13,96.57,3,3.375
59.0,25.47,82.27,1,2.439
35.9,30.1,60.24,1,1.762
2.44,28.42,60.73,1,1.067
49.18,35.14,91.11,1,2.592
68.44,27.25,66.48,1,2.692
59.7,37.52,83.95,1,2.691
19.96,42.5,87.24,2,3.387
3.84,32.25,71.17,1,0.79
67.71,28.37,82.77,1,3.265
67.47,33.0,69.61,0,2.548
38.33,40.72,97.85,2,4.011
46.25,36.83,94.41,1,3.18
33.31,27.02,71.52,0,1.413
30.22,35.74,81.15,3,3.751
8.6,34.36,80.03,1,1.404
6.97,31.54,98.4,0,1.621
16.76,27.2,75.76,0,1.061
60.24,44.62,82.49,1,3.376
10.5,28.52,97.15,3,3.273
16.32,28.85,66.51,1,1.091
39.5,27.91,82.02,0,1.801
15.49,36.4,64.23,1,1.553
11.75,33.87,84.7,1,1.586
40.56,29.99,74.63,0,1.775
26.5,33.59,98.71,2,3.264
45.08,38.47,76.62,0,2.408
65.68,30.63,65.45,2,3.184
10.87,43.3,93.36,2,3.088
65.77,31.13,92.83,0,2.966
64.98,28.96,87.79,1,2.676
59.69,44.09,89.95,2,4.42
45.45,41.21,70.59,1,2.683
44.65,31.86,85.68,1,2.135
46.02,41.83,61.52,0,2.651
49.72,35.38,67.88,0,2.498
1.19,31.94,97.29,1,1.393
68.98,41.79,89.57,0,3.378
42.16,40.04,69.23,0,2.312
56.27,30.96,64.46,1,2.096
27.16,37.13,97.96,0,2.635
0.89,32.39,64.49,2,1.543
36.7,25.02,70.28,2,2.612
36.52,44.24,67.31,2,2.984
31.46,35.99,60.3,0,1.647
24.46,36.97,72.57,1,2.17
17.99,37.0,98.97,2,2.955
37.98,36.01,73.68,1,2.321
27.02,30.8,80.17,1,2.04
69.84,44.43,89.84,1,3.875
12.45,37.43,82.04,1,1.639
23.02,38.42,89.74,0,1.915
21.17,34.1,86.47,1,2.099
39.12,30.76,84.34,0,2.095
35.95,26.29,85.99,2,2.799
46.35,32.0,91.97,1,2.572
68.4,28.52,88.41,0,2.484
20.54,38.24,91.67,1,1.924
49.88,42.58,65.82,1,3.247
1.8,31.06,87.11,0,1.214
18.89,31.66,89.48,3,3.466
33.39,38.41,72.0,1,2.279
2.23,27.99,94.98,1,1.044
44.47,43.59,72.19,2,3.271
48.84,32.28,69.75,1,2.617
53.76,27.02,94.68,1,2.712
37.19,28.49,69.88,0,1.495
43.48,43.65,76.62,0,2.447
28.52,29.94,74.72,1,1.656
2.97,38.25,95.92,1,1.934
7.2,28.12,78.21,1,1.538
47.16,28.88,87.77,1,2.361
71.68,42.58,91.76,1,3.746
1.14,27.96,85.12,2,1.754
40.15,25.38,97.75,3,3.862
54.07,35.02,92.1,1,2.79
59.53,42.25,76.01,2,3.919
39.25,31.52,98.03,2,3.378
44.63,27.56,80.98,0,1.987
50.16,44.64,60.9,1,2.609
61.85,38.53,70.4,0,2.641
8.8,42.01,84.87,1,1.805
66.69,40.04,66.27,1,3.037
1.87,38.96,83.36,1,1.765
60.21,32.69,74.46,2,3.192
5.53,31.49,81.38,1,1.692
14.01,39.34,60.07,1,1.703
0.28,39.33,93.94,2,2.274
32.06,44.01,74.48,3,3.808
24.07,36.37,65.61,2,2.25
11.95,30.89,77.52,0,1.495
32.48,34.79,79.45,0,2.147
28.97,37.27,85.5,0,2.457
55.27,33.53,80.98,1,2.744
64.31,40.82,61.74,0,2.724
46.98,36.69,94.86,2,3.431
8.96,25.19,78.26,1,1.146
21.27,36.4,63.08,1,1.63
65.76,37.67,90.91,0,3.227
6.39,43.31,86.41,1,2.45
29.29,33.27,85.98,1,2.124
67.86,36.49,77.08,1,3.386
68.45,34.5,76.42,0,2.56
29.61,35.63,81.45,2,3.333
48.05,26.35,62.02,0,1.625
32.89,42.95,71.96,0,2.354
54.25,43.21,99.52,3,5.519
2.27,35.96,86.49,0,1.325
10.38,36.13,76.76,0,1.574
44.22,26.15,68.89,1,2.051
16.74,36.96,89.81,1,1.996
47.96,33.58,70.41,0,2.025
25.29,39.18,66.49,0,1.758
63.84,25.94,66.18,0,2.13
58.99,39.22,89.17,1,3.6
35.48,30.74,85.71,0,2.079
55.65,38.03,62.79,2,3.265
19.52,37.54,64.6,2,2.455
35.59,29.54,85.35,0,1.517
14.22,33.81,82.84,1,1.615
61.98,41.71,87.44,0,3.388
59.26,37.11,67.12,0,2.751
64.95,26.37,89.06,0,2.602
63.18,33.86,97.44,2,4.198
69.09,31.24,84.04,1,3.183
16.44,37.83,67.85,1,1.593
67.09,37.29,87.18,1,3.37
41.13,25.21,73.72,2,2.572
30.42,37.15,61.97,1,1.839
40.35,39.7,72.09,0,2.548
24.67,40.37,96.22,3,4.108
20.78,26.18,76.45,1,1.463
17.37,31.07,94.59,1,1.985
5.93,33.43,80.35,1,1.384
35.75,28.6,80.68,1,1.875
63.92,33.41,60.21,0,2.38
45.37,26.42,85.48,0,2.148
37.51,27.26,64.31,1,1.606
30.86,38.37,79.15,1,2.137
33.44,30.25,70.41,2,2.679
15.07,39.23,75.7,1,1.952
59.25,25.96,81.48,2,3.309
14.28,36.25,60.58,3,3.174
51.6,32.83,71.38,1,2.822
54.72,40.94,99.58,0,3.615
41.39,40.68,62.3,1,2.238
62.13,32.51,72.78,1,2.799
20.96,37.45,72.86,1,1.78
63.48,29.55,75.18,0,2.366
52.52,36.61,87.39,1,2.725
57.51,26.63,69.91,1,2.225
47.85,33.69,78.41,1,2.606
60.94,28.65,85.79,2,3.35
71.5,42.67,72.89,1,3.246
30.25,33.9,97.95,1,2.168
58.6,36.82,99.19,1,3.791
53.61,32.21,64.79,1,2.403
32.61,30.77,73.75,0,1.532
66.74,29.06,68.32,1,2.684
28.4,43.24,67.47,1,2.623
40.71,40.99,79.64,1,2.849
7.63,27.67,82.55,0,0.527
16.26,39.93,77.03,3,4.057
60.53,33.37,70.9,2,2.995
28.55,25.31,71.14,1,1.447
28.37,35.57,99.69,1,2.343
17.71,27.6,96.95,1,1.585
35.4,29.2,63.04,1,1.759
58.02,38.92,86.26,1,2.863
64.45,30.14,78.28,1,2.734
5.05,42.84,87.55,2,2.984
41.39,38.14,83.88,1,2.55
33.64,41.65,95.57,1,2.761
44.23,37.3,62.68,1,2.271
32.2,42.38,73.98,1,2.376
28.7,32.23,99.42,1,2.204
33.98,35.98,67.29,2,2.48
41.9,35.32,65.09,0,2.079
36.07,43.08,89.16,0,2.9
33.99,28.3,91.1,0,1.688
58.88,36.56,86.89,3,4.564
53.69,40.09,91.05,1,3.337
24.58,32.4,87.75,1,1.831
57.64,42.35,65.43,1,2.949
61.46,32.46,84.33,1,3.169
11.05,28.47,91.08,2,2.13
41.95,36.68,94.62,3,4.25
20.54,33.41,69.85,2,2.341
53.22,25.3,65.1,2,2.647
17.19,26.4,91.24,0,1.333
48.34,28.91,70.26,0,2.032
18.37,40.39,61.28,1,1.865
36.8,42.84,93.01,1,3.11
68.3,35.91,80.24,0,2.984
27.45,27.11,73.07,1,1.939
63.05,35.69,60.46,0,2.694
71.06,42.11,61.41,0,3.14
62.99,39.99,91.7,1,3.588
11.94,30.82,79.59,2,1.912
59.02,27.48,65.99,1,2.495
2.31,43.01,74.34,1,1.727
28.32,42.08,66.61,2,2.707
62.69,26.07,64.52,2,2.907
49.59,41.47,71.05,1,2.594
38.36,26.94,81.98,2,2.827
27.93,26.27,68.4,0,1.39
58.49,40.17,73.75,1,3.04
51.09,35.73,79.12,0,2.506
33.73,33.29,76.8,1,1.966
64.26,43.08,65.15,1,2.733
16.56,41.79,61.55,0,1.306
12.27,26.15,61.42,1,0.81
46.28,37.32,74.01,1,2.398
69.98,40.45,88.75,1,3.753
17.8,36.01,65.25,0,1.538
17.98,44.66,91.48,0,2.466
10.04,38.72,88.63,1,2.286
61.96,27.08,60.16,2,2.766
16.3,28.97,61.07,2,1.795
36.23,41.52,67.8,1,2.351
71.34,44.94,62.24,1,3.535
0.87,26.97,81.25,1,1.02
40.07,27.01,61.59,3,3.331
36.88,40.27,92.11,0,2.416
58.14,26.29,79.72,1,2.273
25.58,26.37,89.12,1,1.94
29.54,42.78,90.03,1,2.455
12.09,41.01,80.27,0,2.053
53.34,42.63,97.01,0,3.519
56.5,38.01,99.61,1,3.317
9.84,31.45,74.37,1,1.182
28.33,43.13,65.03,1,2.524
64.29,30.97,74.53,0,2.781
0.19,30.51,68.93,2,1.574
21.51,42.73,81.24,1,2.4
39.96,38.62,75.14,3,3.967
24.05,42.91,79.22,0,2.22
19.59,28.12,90.53,2,2.217
33.12,44.05,70.96,2,3.092
13.07,37.25,81.5,2,2.836
38.13,38.36,73.41,2,3.016
50.88,43.28,91.4,1,3.265
41.42,32.62,85.58,1,2.17
6.7,39.39,60.34,1,1.4
60.8,37.81,86.4,1,3.108
12.6,40.76,66.81,3,3.34
55.07,42.94,88.98,0,2.982
25.96,38.6,82.69,1,2.423
56.36,26.35,76.06,2,2.792
14.85,28.66,87.76,0,1.354
13.44,44.08,94.26,0,2.353
35.79,44.37,91.15,1,3.434
2.37,44.35,81.82,2,2.665
16.22,25.74,88.91,2,2.468
52.13,32.65,76.56,0,2.431
60.29,40.19,91.56,1,3.761
5.82,40.06,93.16,1,2.081
63.51,26.72,65.49,1,2.429
57.42,37.19,69.52,1,2.963
62.62,27.86,70.8,3,4.242
50.29,34.86,66.64,1,2.503
48.54,29.79,75.7,0,2.02
37.81,26.06,67.72,1,1.676
47.0,26.6,83.82,1,2.43
66.18,43.22,64.06,1,3.398
7.24,39.89,70.8,0,1.281
22.74,43.64,86.62,0,2.276
5.22,34.4,75.94,3,2.824
68.03,33.27,76.86,0,2.93
32.06,32.17,91.92,1,2.092
48.62,37.33,99.38,2,3.99
60.56,32.03,82.6,0,2.724
71.35,39.93,63.16,0,2.829
11.65,41.03,64.12,1,1.921
57.56,42.52,98.74,1,3.515
63.89,29.86,87.17,1,3.163
3.52,35.54,90.1,1,1.755
54.29,29.47,87.03,0,2.022
25.54,25.75,67.18,0,1.449
46.7,39.16,77.93,0,2.729
37.01,35.98,91.92,1,2.558
18.7,39.48,94.65,1,2.279
9.74,26.75,69.49,3,2.351
8.42,44.91,83.84,0,2.467
7.44,44.89,66.28,1,1.573
45.92,34.3,98.33,1,2.658
25.3,42.32,70.09,1,2.198
15.6,29.87,89.07,1,1.345
49.82,39.75,69.24,0,2.28
49.45,42.58,84.64,1,3.366
38.82,41.29,86.37,1,2.964
67.32,41.24,73.14,2,3.853
27.75,34.26,92.75,0,2.103
60.18,41.4,95.41,1,3.6
5.41,38.81,94.2,1,2.04
53.27,27.65,73.23,1,2.129
71.17,27.28,89.77,0,2.675
60.96,40.44,82.38,1,3.194
41.74,37.51,83.71,1,2.539
45.13,35.39,79.1,1,2.728
25.44,43.15,84.01,1,2.716
48.92,38.19,65.43,0,2.135
55.47,32.92,76.35,0,2.212
71.87,33.28,67.11,2,3.527
35.46,37.1,71.2,1,2.592
4.41,40.21,65.11,1,1.246
42.9,36.29,68.5,1,2.28
8.57,35.18,91.28,1,1.846
17.62,39.54,81.99,1,2.098
23.67,39.11,60.95,1,1.733
52.63,41.61,91.54,1,3.603
13.23,26.25,96.38,0,1.414
11.93,40.1,95.22,2,3.135
3.24,35.28,92.92,3,3.438
62.87,26.49,99.69,1,3.048
49.93,38.58,83.46,3,4.824
2.88,39.33,98.5,3,3.965
2.04,35.47,97.95,1,2.238
40.22,40.88,72.53,1,2.755
20.34,31.0,94.54,1,1.803
42.96,29.04,91.7,0,2.308
31.29,32.01,91.03,0,2.142
66.48,33.2,95.85,1,3.641
20.72,38.92,75.37,2,2.48
48.9,41.91,76.0,1,3.003
3.89,39.42,85.6,2,2.369
68.82,28.48,89.51,1,3.06
70.61,32.32,95.19,1,3.293
53.21,28.17,95.03,0,2.523
33.5,38.73,88.85,1,2.395
15.84,29.96,98.28,0,1.74
58.5,35.51,67.15,0,2.495
53.02,40.84,98.01,0,3.35
15.98,38.42,62.57,0,1.761
32.49,30.97,82.22,0,1.761
33.32,31.66,63.61,1,1.835
59.5,38.07,82.72,1,3.159
49.24,35.99,75.6,0,2.44
46.31,26.93,63.26,2,2.943
46.79,42.48,85.92,1,3.158
19.47,35.25,89.25,2,2.625
26.76,34.47,66.97,1,2.12
3.29,28.97,87.78,0,1.003
56.66,32.54,67.16,2,2.838
31.18,31.66,65.5,2,2.265
31.55,30.41,65.89,1,1.484
17.67,36.35,83.96,1,1.659
15.08,34.25,91.15,1,1.872
42.32,42.78,83.88,1,2.98
16.74,43.83,92.37,2,3.491
4.62,29.39,83.66,1,1.36
55.26,27.0,91.89,0,2.492
27.11,40.71,99.06,0,2.506
27.38,44.9,75.64,0,2.442
31.05,42.27,66.0,0,2.281
58.68,25.47,65.42,1,2.255
23.1,30.03,83.9,2,2.485
54.58,25.87,81.88,0,1.931
67.65,41.42,67.37,1,3.355
47.58,36.63,95.28,0,3.146
31.08,35.27,98.27,1,2.625
53.84,36.09,70.13,1,2.505
32.97,30.05,68.28,1,1.738
29.84,37.03,68.56,3,3.529
37.82,25.61,75.5,3,3.344
22.88,37.92,94.13,2,3.211
7.51,39.69,83.84,2,2.609
29.87,38.46,62.7,1,2.156
8.92,31.64,78.92,1,1.463
29.55,41.53,63.61,1,1.964
40.1,39.31,76.25,2,3.109
67.01,27.57,76.14,0,2.365
2.61,28.9,85.93,0,0.975
44.75,37.74,81.98,0,2.845
32.96,30.79,94.99,1,2.597
1.46,27.39,60.65,1,0.856
17.97,28.1,90.96,0,1.473
8.53,28.31,60.91,1,0.69
15.61,34.56,72.17,1,1.629
19.77,37.15,95.19,2,2.843
28.89,28.53,87.62,0,1.995
38.09,39.25,66.88,0,1.803
0.07,30.62,79.63,1,1.193
11.65,31.23,88.88,1,1.459
6.74,29.47,97.49,2,2.174
39.58,40.7,85.37,1,2.96
23.69,44.2,60.99,3,3.83
39.48,34.85,79.99,1,2.372
15.97,25.84,66.12,1,1.238
1.74,30.21,61.91,3,2.341
67.78,28.16,83.94,0,2.682
7.8,41.86,91.08,2,3.064
9.13,26.7,61.44,0,0.747
10.55,44.33,91.34,1,2.376
70.65,36.77,88.26,0,3.23
44.47,35.35,90.08,1,2.933
43.94,41.95,69.79,2,3.065
71.04,25.55,75.74,0,2.304
6.37,40.54,64.79,0,1.4
70.16,27.33,69.56,1,2.553
14.69,41.82,72.11,0,1.443
44.86,35.58,72.78,1,2.654
30.25,26.22,67.0,3,2.906
27.64,41.66,67.55,0,1.904
67.05,25.55,96.06,1,2.783
10.74,27.77,91.36,1,1.402
71.79,40.96,73.78,0,3.033
27.3,34.3,97.91,0,2.321
46.71,42.63,69.56,1,2.731
69.69,37.71,76.27,1,3.415
4.15,37.47,92.54,2,2.432
66.45,30.84,77.72,1,3.214
40.88,27.67,69.39,1,1.541
50.72,44.22,74.74,2,3.395
10.74,27.1,80.03,2,2.21
38.4,35.58,84.83,2,3.232
48.49,30.45,76.22,0,2.18
32.85,30.28,77.25,3,3.597
11.16,36.89,70.56,2,2.3
17.58,40.96,81.41,2,2.884
61.52,40.54,68.78,1,2.815
2.48,42.38,94.7,3,3.974
51.04,30.86,89.89,1,2.753
71.96,34.32,76.41,1,3.385
0.54,25.19,89.89,1,1.368
11.6,39.94,60.28,1,1.588
48.54,31.05,73.78,2,2.737
4.32,36.23,77.61,0,1.611
42.46,28.39,78.79,1,1.924
49.25,41.39,89.95,1,3.312
42.35,41.35,98.51,1,3.248
26.29,42.55,75.2,1,2.248
50.2,25.92,74.02,2,2.909
42.79,44.85,84.42,2,3.833
14.95,29.96,71.25,1,1.434
40.55,31.19,65.65,0,1.626
63.5,29.99,98.46,1,3.009
48.01,30.35,92.38,2,3.076
33.97,36.05,98.34,1,2.663
23.15,29.8,68.71,2,2.136
6.18,32.88,60.71,3,3.009
17.61,38.11,77.49,1,1.886
0.81,41.72,97.34,1,1.827
71.04,38.85,65.53,1,3.36
16.02,36.89,64.69,1,1.657
58.67,27.95,62.76,0,2.029
12.14,41.32,90.6,0,2.021
20.42,25.75,91.44,0,1.247
30.12,30.28,87.82,1,2.369
23.36,26.14,62.13,0,1.052
57.48,38.35,88.93,1,2.938
68.95,32.37,77.95,1,3.037
63.02,38.04,66.32,1,3.094
11.06,31.94,71.81,2,2.02
55.92,34.11,80.05,1,2.61
10.65,34.16,73.19,0,1.084
65.76,25.91,98.79,3,4.356
37.29,33.6,78.99,2,3.164
24.22,37.82,74.89,1,2.016
11.31,35.92,86.93,2,2.204
0.85,26.51,86.02,0,0.925
17.85,38.36,60.1,2,2.292
65.81,31.18,84.74,0,2.67
57.4,25.29,69.75,1,2.028
69.83,28.11,75.01,0,2.354
7.25,34.95,88.25,2,2.565
42.64,31.21,82.3,0,2.153
18.51,38.89,74.75,0,1.816
39.09,29.81,66.7,0,1.734
23.07,40.46,80.22,1,2.324
20.41,30.73,72.77,0,1.26
41.32,37.42,96.52,1,2.907
13.2,40.98,81.37,1,2.277
33.78,32.71,94.64,2,3.294
46.86,25.94,75.61,0,1.64
9.23,35.71,93.1,3,3.483
67.0,44.91,62.26,1,3.375
36.41,44.38,71.92,0,2.723
59.01,29.42,63.13,0,2.454
47.08,40.11,61.27,0,2.131
51.12,31.9,96.75,1,3.053
51.56,28.21,88.67,0,2.304
63.01,38.32,85.0,2,4.138
44.18,35.02,81.3,1,2.683
20.03,35.78,82.78,0,1.56
7.16,41.55,85.55,1,2.15
43.65,31.73,93.06,0,2.534
4.78,38.34,83.88,0,1.557
17.37,32.32,89.94,1,1.808
4.37,25.85,71.24,0,0.399
39.52,32.56,99.07,0,2.533
11.54,44.0,61.28,3,3.363
43.95,34.67,75.46,1,2.232
56.94,27.16,95.28,2,3.284
59.18,38.76,67.22,0,2.651
22.29,44.27,65.65,2,2.636
39.52,43.16,74.62,1,2.684
40.54,36.44,77.13,0,1.919
34.05,32.53,97.34,2,3.326
47.17,36.61,93.44,0,2.777
15.13,41.32,78.56,1,1.864
70.51,42.22,98.92,2,4.306
7.06,41.38,85.69,1,2.228
